1

339, 18, 0
294, 16, 3
151, 9, 3
294, 6, 1
14, 9, 3
86, 6, 2
187, 12, 2
283, 7, 0
162, 11, 0
86, 9, 2
330, 14, 2
315, 8, 3
198, 0, 2
72, 3, 1
95, 3, 0
201, 13, 3
70, 11, 2
107, 2, 3
40, 7, 2
314, 14, 0
82, 9, 2
162, 0, 1
128, 15, 1
97, 16, 3
145, 11, 1
101, 5, 0
158, 2, 3
142, 11, 3
123, 8, 0
31, 7, 1
153, 12, 3
190, 9, 0
108, 18, 2
136, 6, 1
223, 2, 0
166, 7, 2
238, 12, 2
301, 5, 1
245, 1, 2
326, 2, 3
201, 7, 0
269, 8, 0
305, 11, 1
171, 11, 3
133, 16, 2
18, 10, 1
143, 14, 0
12, 3, 0
275, 5, 2
288, 3, 0
229, 11, 1
49, 3, 2
114, 9, 2
167, 11, 0
30, 8, 2
40, 2, 1
232, 11, 3
54, 5, 0
106, 6, 2
173, 14, 3
73, 12, 3
107, 12, 1
3, 4, 1
190, 8, 3
33, 11, 0
67, 8, 2
62, 16, 3
115, 14, 2
129, 13, 1
195, 7, 0
80, 15, 0
82, 4, 1
41, 17, 3
50, 4, 0
319, 15, 2
213, 2, 3
302, 18, 2
153, 8, 1
320, 4, 0
54, 6, 1
318, 12, 3
116, 3, 0
7, 11, 1
306, 15, 3
30, 16, 1
336, 7, 0
127, 6, 0
155, 2, 3
220, 1, 2
333, 16, 0
226, 10, 3
262, 18, 0
297, 13, 2
69, 1, 2
292, 13, 1
206, 6, 0
185, 7, 2
227, 7, 3
15, 0, 3
307, 2, 1
