1

339, 18, 0
129, 1, 2
316, 4, 2
49, 7, 2
169, 2, 0
215, 10, 3
272, 14, 1
189, 7, 3
275, 8, 1
297, 1, 1
240, 9, 1
61, 8, 2
198, 12, 2
186, 9, 2
55, 0, 0
304, 6, 1
306, 13, 1
269, 6, 1
218, 12, 1
174, 11, 0
201, 14, 3
210, 11, 1
162, 9, 0
156, 8, 0
95, 15, 0
39, 11, 2
190, 8, 2
70, 11, 3
62, 6, 1
320, 15, 1
166, 12, 2
219, 8, 1
275, 11, 1
216, 7, 2
34, 5, 2
33, 15, 2
16, 7, 1
280, 6, 1
36, 0, 1
331, 6, 2
176, 1, 1
310, 12, 2
244, 8, 0
231, 15, 1
248, 14, 2
56, 11, 0
243, 6, 3
120, 13, 2
233, 5, 3
108, 16, 0
202, 9, 3
258, 8, 3
149, 13, 1
59, 2, 3
18, 7, 2
287, 1, 3
132, 4, 2
299, 16, 3
186, 13, 3
325, 7, 2
65, 16, 2
79, 15, 1
35, 4, 1
137, 6, 1
221, 7, 1
31, 9, 1
7, 9, 0
229, 3, 3
104, 3, 2
95, 4, 2
98, 13, 2
30, 14, 0
123, 10, 3
100, 7, 0
334, 10, 3
316, 11, 3
155, 17, 2
189, 15, 0
327, 0, 1
23, 4, 2
161, 13, 3
19, 17, 2
289, 6, 0
37, 16, 0
280, 5, 2
200, 5, 3
77, 14, 1
284, 14, 1
113, 9, 1
175, 16, 3
253, 11, 2
283, 13, 0
168, 12, 3
37, 7, 1
261, 8, 0
172, 12, 0
96, 2, 2
5, 3, 3
300, 11, 2
65, 4, 1
