8

730, 27, 2
375, 14, 2
724, 15, 2
269, 15, 0
429, 7, 1
364, 7, 3
553, 4, 3
573, 17, 1
657, 9, 1
411, 17, 2
626, 19, 2
91, 4, 3
566, 23, 1
659, 1, 3
462, 15, 0
138, 14, 0
665, 25, 1
597, 9, 1
158, 16, 3
149, 20, 2
403, 28, 0
216, 2, 0
600, 3, 2
640, 13, 3
394, 1, 2
245, 19, 3
544, 15, 0
291, 19, 1
72, 22, 0
287, 11, 0
596, 10, 2
508, 16, 1
605, 7, 2
492, 7, 2
444, 19, 0
340, 16, 1
5, 26, 2
530, 11, 3
375, 8, 0
445, 11, 2
526, 26, 1
32, 5, 0
382, 18, 2
558, 3, 2
59, 17, 2
690, 23, 2
521, 13, 1
198, 14, 3
176, 4, 0
259, 15, 3
523, 20, 1
390, 28, 3
281, 9, 0
336, 28, 0
668, 6, 1
39, 19, 2
259, 4, 2
57, 15, 1
542, 17, 2
11, 21, 0
236, 1, 2
310, 14, 0
83, 27, 3
322, 28, 0
175, 9, 3
566, 6, 2
511, 4, 2
71, 17, 0
487, 25, 1
690, 10, 3
668, 20, 2
591, 27, 2
346, 23, 3
252, 26, 0
539, 16, 0
339, 2, 3
635, 19, 1
235, 10, 1
694, 4, 2
394, 20, 2
473, 15, 2
54, 0, 0
472, 25, 1
327, 21, 3
88, 18, 2
484, 3, 1
66, 5, 2
411, 1, 3
239, 26, 0
256, 19, 2
501, 23, 0
99, 16, 1
340, 7, 3
651, 12, 3
140, 15, 0
263, 24, 1
35, 26, 0
87, 21, 0
99, 5, 0
105, 17, 1

199, 7, 0
442, 12, 2
207, 16, 2
227, 14, 0
707, 0, 1
477, 17, 0
553, 4, 3
573, 17, 1
152, 6, 0
411, 17, 2
237, 10, 3
287, 21, 2
304, 24, 0
659, 1, 3
462, 15, 0
620, 10, 3
216, 22, 2
597, 9, 1
117, 5, 2
149, 20, 2
403, 28, 0
592, 26, 2
600, 3, 2
522, 14, 0
71, 1, 2
616, 24, 3
544, 15, 0
397, 7, 3
72, 22, 0
287, 11, 0
485, 19, 0
32, 6, 1
83, 11, 1
702, 13, 0
320, 12, 3
177, 16, 2
524, 24, 2
683, 23, 0
375, 8, 0
561, 28, 2
495, 18, 2
98, 12, 0
478, 13, 3
649, 0, 2
191, 19, 3
216, 14, 0
140, 17, 0
404, 19, 2
470, 23, 2
260, 23, 0
132, 22, 3
390, 28, 3
8, 21, 2
336, 28, 0
629, 4, 1
39, 19, 2
259, 4, 2
704, 22, 1
542, 17, 2
11, 21, 0
567, 25, 0
310, 14, 0
642, 5, 1
716, 26, 0
279, 9, 2
321, 14, 2
125, 23, 0
71, 17, 0
487, 25, 1
365, 23, 0
668, 20, 2
335, 17, 2
346, 23, 3
252, 26, 0
545, 22, 2
339, 2, 3
336, 0, 1
702, 19, 1
531, 15, 3
587, 22, 0
560, 24, 3
610, 11, 1
580, 6, 3
241, 13, 0
170, 6, 1
510, 18, 2
614, 3, 0
411, 1, 3
239, 26, 0
256, 19, 2
501, 23, 0
192, 3, 3
340, 7, 3
53, 3, 3
452, 12, 1
263, 24, 1
700, 12, 2
425, 5, 1
599, 6, 1
168, 0, 2

199, 7, 0
442, 12, 2
207, 16, 2
227, 14, 0
429, 7, 1
477, 17, 0
553, 4, 3
573, 17, 1
461, 0, 0
411, 17, 2
489, 20, 3
91, 4, 3
304, 24, 0
659, 1, 3
313, 10, 3
620, 10, 3
216, 22, 2
597, 9, 1
117, 5, 2
149, 20, 2
403, 28, 0
592, 26, 2
600, 3, 2
640, 13, 3
419, 5, 2
245, 19, 3
544, 15, 0
291, 19, 1
72, 22, 0
287, 11, 0
596, 10, 2
508, 16, 1
605, 7, 2
172, 3, 1
444, 19, 0
340, 16, 1
726, 15, 2
530, 11, 3
375, 8, 0
445, 11, 2
495, 18, 2
32, 5, 0
382, 18, 2
558, 3, 2
59, 17, 2
112, 20, 3
521, 13, 1
182, 7, 2
223, 8, 1
617, 27, 2
523, 20, 1
391, 17, 3
121, 10, 0
336, 28, 0
629, 4, 1
39, 19, 2
259, 4, 2
704, 22, 1
542, 17, 2
11, 21, 0
236, 1, 2
310, 14, 0
395, 10, 2
322, 28, 0
523, 26, 0
566, 6, 2
511, 4, 2
71, 17, 0
648, 10, 0
690, 10, 3
668, 20, 2
335, 3, 2
346, 23, 3
252, 26, 0
259, 11, 3
339, 2, 3
635, 19, 1
235, 10, 1
694, 4, 2
394, 20, 2
473, 15, 2
165, 11, 3
472, 25, 1
327, 21, 3
150, 12, 3
484, 3, 1
66, 5, 2
383, 14, 2
239, 26, 0
256, 19, 2
501, 23, 0
99, 16, 1
340, 7, 3
434, 17, 0
140, 15, 0
263, 24, 1
35, 26, 0
87, 21, 0
52, 22, 0
105, 17, 1

730, 27, 2
375, 14, 2
290, 22, 1
313, 6, 0
429, 7, 1
428, 18, 0
472, 15, 0
32, 12, 3
152, 6, 0
411, 17, 2
626, 19, 2
91, 4, 3
304, 24, 0
659, 1, 3
333, 9, 2
501, 5, 3
235, 4, 1
54, 25, 0
326, 10, 1
11, 19, 1
403, 28, 0
592, 26, 2
622, 21, 1
640, 13, 3
712, 3, 0
83, 1, 3
544, 15, 0
397, 7, 3
657, 19, 1
612, 28, 3
667, 26, 0
508, 16, 1
181, 17, 2
