Solution File 

616, 8, 0
665, 10, 1
86, 10, 1
720, 22, 1
84, 18, 0
546, 26, 3
68, 23, 1
630, 24, 2
174, 15, 3
265, 9, 3
566, 9, 1
128, 4, 3
636, 12, 0
271, 21, 3
595, 12, 2
351, 8, 3
88, 18, 1
57, 14, 1
405, 10, 2
560, 8, 0
393, 5, 2
693, 13, 3
583, 18, 0
402, 18, 3
154, 13, 1
496, 20, 0
229, 22, 1
29, 23, 3
461, 11, 2
275, 11, 1
596, 24, 2
285, 9, 2
279, 16, 2
421, 7, 0
384, 22, 0
389, 9, 1
326, 19, 1
472, 9, 1
672, 9, 3
440, 9, 1
168, 21, 1
241, 6, 2
432, 7, 1
424, 25, 3
629, 4, 2
20, 11, 3
510, 20, 2
638, 20, 0
643, 25, 0
456, 13, 3
444, 28, 1
315, 11, 1
474, 15, 2
327, 0, 0
313, 8, 1
623, 3, 2
149, 7, 1
612, 8, 2
108, 8, 1
609, 13, 2
60, 21, 2
587, 18, 1
38, 0, 3
83, 28, 1
173, 6, 0
80, 16, 1
517, 10, 3
549, 4, 1
567, 4, 0
100, 9, 0
116, 24, 1
116, 7, 2
424, 11, 0
275, 8, 0
177, 3, 1
309, 3, 1
407, 25, 1
391, 27, 1
645, 6, 0
255, 22, 0
146, 28, 2
654, 16, 1
119, 24, 2
239, 4, 0
210, 23, 2
395, 2, 2
564, 15, 0
550, 1, 1
130, 25, 3
396, 19, 0
660, 3, 2
133, 15, 1
211, 16, 3
481, 0, 1
473, 5, 0
441, 21, 1
548, 25, 1
374, 28, 3
135, 12, 0
183, 11, 2
0, 22, 0
