Result Log 
Problem Instance Path = ../problem1.txt 
Random Seed = 1508675410.885209 
Initialization = {'Uniform_Random': 1 }
Parent_Selection = {'Fitness_Proportional_Selection': 0,'k-Tournament_Selection_with_replacement': 1}
Survival_Selection = {'Truncation': 0, 'k-Tournament_Selection_without_replacement': 1}
Termination = {'Number_of_evals': 0, 'no_change_in_average_population_fitness_for_n_generations': 0, 'no_change_in_best_fitness_in_population_for_n_generations': 1}
Parameters used = {'fitness evaluations': 10000, 'number of runs': 30, 'problem solution location': 'solutions/prob1_EA_solution.txt', 'mutation_rate': 0.01, 'mu': 20, 'lambda': 10}

Run 1
201	5.00	5	0.00	0
2	5.00	5	0.00	0
3	5.00	5	0.00	0
4	5.00	5	0.00	0
5	5.00	5	0.00	0
6	5.00	5	0.00	0
7	5.00	6	0.00	0
8	5.38	20	0.00	1
9	6.00	20	0.00	1
10	6.20	20	0.00	1
11	6.82	20	0.09	2
12	7.33	20	0.17	2
13	7.92	20	0.23	3
14	8.00	20	0.29	3
15	8.27	35	0.33	3
16	8.69	38	0.38	3
17	9.29	46	0.41	3
18	9.61	46	0.44	3
19	9.53	46	0.47	3
20	9.30	46	0.50	3
21	9.10	46	0.52	3
22	8.77	46	0.50	3
23	8.48	46	0.52	3
24	8.21	46	0.50	3
25	8.00	46	0.48	3
26	7.92	46	0.46	3
27	7.74	46	0.44	3
28	7.64	46	0.43	3
29	7.59	46	0.41	3
30	7.80	46	0.40	3
31	8.00	48	0.39	3
32	8.00	48	0.38	3
33	8.06	48	0.36	3
34	8.18	48	0.35	3
35	8.31	48	0.34	3
36	8.22	48	0.33	3
37	8.32	48	0.32	3
38	8.42	48	0.32	3
39	8.54	48	0.31	3
40	8.70	48	0.30	3
41	8.83	48	0.32	3
42	8.88	48	0.31	3
43	8.93	48	0.30	3
44	9.02	48	0.32	3
45	9.07	48	0.31	3
46	9.13	48	0.30	3
47	9.15	48	0.32	3
48	9.19	48	0.33	3
49	9.31	48	0.35	3
50	9.34	48	0.36	3
51	9.31	48	0.37	3
52	9.37	48	0.38	3
53	9.38	48	0.40	3
54	9.39	48	0.41	3
55	9.38	48	0.42	3
56	9.36	48	0.43	3
57	9.40	48	0.44	3
58	9.43	48	0.45	3
59	9.49	48	0.46	3
60	9.50	48	0.47	3
61	9.54	48	0.48	3
62	9.55	48	0.47	3
63	9.57	48	0.48	3
64	9.59	48	0.48	3
65	9.65	48	0.48	3
